Npc_ShopTrade#0,"""リサイクルショップ"""
un_020310#0,"""別の手駒"""
un_020390#0,"""戦技大会にいた理由"""
un_020410#0,"""似てるだけのはずなのに"""
un_020600#0,"""雰囲気のいい惑星"""
un_020610#0,"""穏やかな惑星"""
ra_020100#0,"""雑用に東奔西走"""
un_020640#0,"""神聖なるは龍祭壇！"""
ra_020110#0,"""一人のアキ"""
ra_020130#0,"""もっとも新しき魂！"""
ra_020140#0,"""一方的なお願い"""
ra_020120#0,"""肉体の死、魂の巡り"""
ra_020150#0,"""龍祭壇への同行願い"""
un_020020#0,"""手ごたえのない相手"""
un_020100#0,"""その名は虚空機関！"""
un_020140#0,"""カタナの呼吸"""
un_020150#0,"""バレットボウの通心"""
un_020230#0,"""僕の役目は終わりました"""
un_020510#0,"""リサとオーザ"""
un_020520#0,"""リサとマールー"""
un_020530#0,"""リサとフーリエ"""
un_020550#0,"""周囲からの評判"""
un_020630#0,"""拝み倒した結果"""
un_020650#0,"""ブレイバー設立の経緯"""
ra_020300#0,"""リリーパ族の住処"""
un_020670#0,"""人気のない場で人探し"""
ra_020350#0,"""おかしいと思うから……"""
ra_020310#0,"""警らするマリア"""
un_020660#0,"""連絡の不徹底はよくないね！"""
ra_020330#0,"""アフィンの悩み事は"""
ra_020340#0,"""正しさの見本として"""
un_020680#0,"""警戒態勢について"""
ra_020320#0,"""フーリエからの誘い"""
un_020010#0,"""面倒な世の中ですねえ"""
un_020050#0,"""模倣体を恐れるな"""
un_020080#0,"""知己との戦いは"""
un_020090#0,"""アークス同士で戦うなんて"""
un_020110#0,"""次から次へと新情報！"""
un_020170#0,"""正義のありか"""
un_020240#0,"""先生が気になる"""
un_020320#0,"""おしゃれ？\u3000気分転換？"""
un_020340#0,"""ハンターの怖さ"""
un_020560#0,"""デューマンの成り立ち"""
un_020700#0,"""海底だけど、水はない！"""
ra_020440#0,"""これは機密なのかな？"""
un_020040#0,"""言葉が通じるのはおもしろい"""
ra_020400#0,"""喧嘩するほど"""
ra_020430#0,"""本音と建前"""
ra_020420#0,"""彼を想う"""
ra_020410#0,"""ここではまだ掴めない"""
un_020710#0,"""クーナからの警告"""
un_020490#0,"""使えてしまったテクニック"""
un_020430#0,"""オーザとアザナミ"""
un_020440#0,"""マールーは見ていた"""
un_020190#0,"""クラリッサの秘密？"""
un_020200#0,"""本当の世果とは……！"""
un_020260#0,"""汝に問う、正義とは何か"""
un_020270#0,"""汝に問う、悪とは何か"""
un_020280#0,"""三英雄の存在意義"""
un_020570#0,"""先生の目指すものは"""
un_020590#0,"""せめて女の子らしく"""
un_020690#0,"""ひとつを極める"""
st_020600#0,"""事態は動き始めた"""
un_020210#0,"""クラリッサの行方"""
ra_020500#0,"""つかめない情報"""
ra_020540#0,"""清算"""
un_020250#0,"""研究者とその助手"""
ra_020510#0,"""情報封鎖の経緯"""
ra_020530#0,"""何があっても"""
ra_020520#0,"""言えることと言えないこと"""
un_020350#0,"""ゼノの足跡を……"""
un_020500#0,"""きゅうくつな武器"""
un_020360#0,"""特訓中のゼノ"""
un_020740#0,"""ぴりぴり、ぞくぞく、羨ましい"""
un_020290#0,"""三英雄の役割分担"""
un_020330#0,"""地獄の特訓"""
un_020420#0,"""負けない戦い方"""
un_020450#0,"""よそよそしいアイツ"""
un_020460#0,"""どうしても不自然に"""
un_020580#0,"""絶対令とは"""
un_020720#0,"""雰囲気の変化"""
un_020730#0,"""情報は漏らさない！"""
st_020990#0,"""果てしなき跋扈の終わり"""
ra_025100#0,"""十年前の、わたし"""
ra_025110#0,"""彼女は一人でかしましい"""
ra_025120#0,"""殲滅の約束"""
un_025085#0,"""すでに出会っていたからこそ"""
un_025090#0,"""師匠と弟子"""
un_025030#0,"""私じゃなくても座れた椅子"""
ra_025130#0,"""あれがわたしの敵"""
un_025070#0,"""いたずらっ子の心理"""
un_025100#0,"""師の教え"""
un_025130#0,"""誰がために師は動く"""
un_025150#0,"""すべての根源"""
un_025140#0,"""師との別れ"""
ra_025140#0,"""すごくて、強くて、怖いから"""
ra_025145#0,"""万象の駒"""
ra_025150#0,"""孤独の子"""
un_025040#0,"""お前はお前だ"""
un_025160#0,"""アークスのこれから"""
un_025170#0,"""自然の神秘"""
ra_025160#0,"""ふつうの女の子"""
ra_025170#0,"""やがて、やりとげるために"""
un_025000#0,"""責任の所在"""
un_025020#0,"""三者二様の捉え方"""
un_025050#0,"""殺さないための理由"""
un_025060#0,"""磨きのかかった朴念仁"""
un_025080#0,"""二心同体"""
un_025120#0,"""むかしむかしあるところにリサがいました"""
un_025010#0,"""わたし、アークスになります！"""
un_025110#0,"""彼と彼女の距離"""
ra_031010#0,"""理由不明の信望"""
ra_031030#0,"""守人コトシロ"""
un_031010#0,"""神子の加護"""
un_031070#0,"""ハルコタンでこんにちは！"""
ra_031050#0,"""忠告"""
ra_031040#0,"""白の民、黒の民"""
un_031020#0,"""もう、手遅れかもしれない"""
un_031030#0,"""もう、手遅れなのかしら"""
un_031040#0,"""その名は『バウンサー』"""
un_031050#0,"""デュアルブレードの魅力！"""
un_031060#0,"""ジェットブーツの性質"""
un_031090#0,"""ロジオの帰還"""
un_031100#0,"""カジノマジやべーって！"""
un_031110#0,"""ようやく言えたお礼"""
un_031120#0,"""困って困って困ったひとたち"""
ob_0710_0039#1,"""攻撃することで侵食から解放可能"""
ra_032020#0,"""ゼノとエコーとカブラカン"""
ra_032030#0,"""過保護すぎる師弟"""
ra_032040#0,"""サラの過去"""
ra_032050#0,"""サラとクラリスクレイス"""
ra_032060#0,"""無理矢理にでも仲良し大作戦！"""
ra_032070#0,"""侵食"""
un_032010#0,"""繋がる気持ち"""
un_032030#0,"""世界はフォトナーの遊び場？"""
un_032050#0,"""一番しっくりくることは"""
un_032100#0,"""眠る眠るクラリッサ"""
un_032110#0,"""彼女が寂しそうな理由"""
un_032020#0,"""特訓特訓また特訓"""
un_032040#0,"""私がやるべきこと"""
un_032080#0,"""寂しくなんかないんだから"""
un_032090#0,"""負けじと広報宣伝！"""
ra_033010#0,"""神子の友"""
ra_033020#0,"""愚かなハルコタンの民"""
ra_033030#0,"""灰の伝承"""
ra_033040#0,"""神子の愚痴"""
ra_033050#0,"""予兆"""
un_033010#0,"""互いをよく知るために"""
un_033020#0,"""降りかかる火の粉は払うべき"""
un_033030#0,"""神子のからかい"""
un_033040#0,"""競争中！\u3000カトリの場合"""
un_033050#0,"""競争中！\u3000サガの場合"""
un_033060#0,"""すごくて不思議でおかしな場所"""
un_033090#0,"""むりやり新メンバー！"""
un_033100#0,"""鎮魂の歌唱"""
un_033110#0,"""戦うための選択肢"""
oa_tourou_switch#1,"""攻撃することで侵食から解放可能"""
ra_034020#0,"""【若人】の目的は"""
ra_034030#0,"""介入拒絶"""
ra_034040#0,"""十年前の記憶"""
ra_034050#0,"""十年前のダークファルス"""
ra_034060#0,"""ふたりの【若人】"""
un_034010#0,"""競争の結果"""
un_034020#0,"""おれだって負けてられない"""
un_034030#0,"""情報屋、初心にかえる"""
un_034040#0,"""カプリッチオ・アフター\u3000イオの場合"""
un_034050#0,"""命がけのじゃれあい"""
un_034060#0,"""憎まれ役も喜んで"""
un_034080#0,"""何かを感じるリリーパ族"""
un_034090#0,"""どれだけ怖くても"""
ra_035030#0,"""白の王と黒の王"""
ra_035040#0,"""予想通りの返答"""
ra_035050#0,"""わたしが守りたいから、守る"""
un_035010#0,"""カトリののせ方だまし方"""
un_035020#0,"""アフィンと【若人】\u3000その１"""
un_035030#0,"""未来を見て、生きていく"""
un_035040#0,"""姉は折れるもの"""
un_035050#0,"""久しぶりのふたりきり"""
un_035060#0,"""来る者拒まずパティエンティア！"""
un_035070#0,"""ダーカーと勘違い？"""
un_035080#0,"""カプリッチオ・アフター\u3000アフィンの場合"""
un_035090#0,"""武器は大切に"""
ra_036020#0,"""内にひそむもの"""
ra_036030#0,"""ひとりぼっちは、だめだよ"""
ra_036040#0,"""管理者として、友として"""
ra_036050#0,"""結末"""
un_036010#0,"""アフィンと【若人】\u3000その２"""
un_036020#0,"""あなたはどちらなんですか？"""
un_036030#0,"""みんながみんな、変わり者"""
un_036040#0,"""【双子】の最新情報！"""
un_036050#0,"""特訓からの帰還"""
un_036060#0,"""冗談ですまない冗談"""
un_036070#0,"""その銘、『創世』"""
un_036080#0,"""アフィンとユクリータ"""
ra_037100#0,"""管理者失格"""
ra_037110#0,"""不確かな未来"""
un_037010#0,"""貴方はひとりじゃない"""
un_037020#0,"""何があっても味方だから"""
un_037030#0,"""それぞれの役割"""
un_037040#0,"""みんな笑顔でいるために"""
un_037050#0,"""ただの一人を、どうするか"""
un_037060#0,"""終わらせないためにできること"""
un_037070#0,"""おれはイヤだ"""
un_037080#0,"""やってみれば可能性は生まれる"""
un_037090#0,"""僕がここにいる理由"""
un_037100#0,"""残されるのは、悲しいこと"""
un_037110#0,"""アークスいちの情報屋！"""
un_037120#0,"""諦めきれない目"""
ra_039010#0,"""次代のために"""
ra_039020#0,"""原初の存在"""
ra_039030#0,"""とにもかくにもきみ頼り"""
ra_039040#0,"""闇のはじまり"""
ra_039050#0,"""フォトナーたちの所業"""
ra_039060#0,"""轍は踏ませない"""
un_039110#0,"""先代へのプレゼントは"""
un_039120#0,"""マトイへのプレゼントは"""
un_039130#0,"""姉妹の目的"""
un_039140#0,"""さながら三姉妹"""
st_037990#0,"""遡行封印"""
st_039100#0,"""戻るべき、場所"""
Num1#0,"""残り1回"""
Num2#0,"""残り2回"""
Num3#0,"""残り3回"""
Num4#0,"""残り4回"""
Num5#0,"""残り5回"""
NumFever#0,"""無制限"""
POKA_Num1#0,"""残り1回"""
POKA_Num2#0,"""残り2回"""
POKA_Num3#0,"""残り3回"""
POKA_Num4#0,"""残り4回"""
POKA_Num5#0,"""残り5回"""
DrinkMainAtpUpS#0,"""攻撃力アップ小"""
DrinkMainAtpUpM#0,"""攻撃力アップ中"""
DrinkMainAtpUpL#0,"""攻撃力アップ大"""
DrinkMainDfpUpS#0,"""防御力アップ小"""
DrinkMainDfpUpM#0,"""防御力アップ中"""
DrinkMainDfpUpL#0,"""防御力アップ大"""
DrinkMainHPUpS#0,"""ＨＰアップ小"""
DrinkMainHPUpM#0,"""ＨＰアップ中"""
DrinkMainHPUpL#0,"""ＨＰアップ大"""
DrinkMainPPUpS#0,"""ＰＰアップ小"""
DrinkMainPPUpM#0,"""ＰＰアップ中"""
DrinkMainPPUpL#0,"""ＰＰアップ大"""
DrinkMainRegistFireUpS#0,"""炎属性耐性アップ小"""
DrinkMainRegistFireUpM#0,"""炎属性耐性アップ中"""
DrinkMainRegistFireUpL#0,"""炎属性耐性アップ大"""
DrinkMainRegistIceUpS#0,"""氷属性耐性アップ小"""
DrinkMainRegistIceUpM#0,"""氷属性耐性アップ中"""
DrinkMainRegistIceUpL#0,"""氷属性耐性アップ大"""
DrinkMainRegistThunderUpS#0,"""雷属性耐性アップ小"""
DrinkMainRegistThunderUpM#0,"""雷属性耐性アップ中"""
DrinkMainRegistThunderUpL#0,"""雷属性耐性アップ大"""
DrinkMainRegistWindUpS#0,"""風属性耐性アップ小"""
DrinkMainRegistWindUpM#0,"""風属性耐性アップ中"""
DrinkMainRegistWindUpL#0,"""風属性耐性アップ大"""
DrinkMainRegistLightUpS#0,"""光属性耐性アップ小"""
DrinkMainRegistLightUpM#0,"""光属性耐性アップ中"""
DrinkMainRegistLightUpL#0,"""光属性耐性アップ大"""
DrinkMainRegistDarkUpS#0,"""闇属性耐性アップ小"""
DrinkMainRegistDarkUpM#0,"""闇属性耐性アップ中"""
DrinkMainRegistDarkUpL#0,"""闇属性耐性アップ大"""
DrinkSubWeakDamageUp#0,"""弱点ダメージ率アップ"""
DrinkSubWeakDamageUp_Premium#0,"""弱点ダメージ率アップ（プレミアム）"""
DrinkSubRegistAbnormalUp#0,"""状態異常耐性アップ"""
DrinkSubDropEnchantUp#0,"""特殊効果付加率アップ"""
DrinkSubDropAttributeUp#0,"""アイテム属性付加率アップ"""
DrinkSubDropUnidentifiedUp#0,"""未鑑定品ドロップ率アップ"""
DrinkSubDropRareUp#0,"""レアドロップ率アップ"""
DrinkSubDropRareUp_Premium#0,"""レアドロップ率アップ（プレミアム）"""
DrinkSubDropRareUp_PD_Premium#0,"""レアドロップ率アップ大（プレミアム）"""
DrinkSubDropRareUp_PD_PremiumEX#0,"""レアドロップ率アップ大＋経験値アップ"""
DrinkSubDropMesetaUp#0,"""メセタドロップ量アップ"""
DrinkSubDropMesetaUp_Premium#0,"""メセタドロップ量アップ（プレミアム）"""
DrinkSubReduceKnockBackUp#0,"""ランダム被ノックバック無効"""
DrinkSubDamageZeroUp#0,"""ランダム被ダメージ無効"""
DrinkSubItemHealUp#0,"""消費アイテム回復量アップ"""
DrinkSubPPUsageDown#0,"""PP消費量軽減"""
DrinkSubPPRecoverySpeedUp#0,"""PP回復速度アップ"""
DrinkSubPPRecoverySpeedUp_Premium#0,"""PP回復速度アップ（プレミアム）"""
DrinkSubPBGageRizeUp#0,"""PBゲージ上昇率アップ"""
DrinkSubPADamageUp#0,"""PAダメージアップ"""
DrinkSubAttackHateUp#0,"""ヘイト上昇率アップ"""
DrinkSubAttackHateDown#0,"""ヘイト上昇率ダウン"""
DrinkSubExperienceUp#0,"""経験値アップ"""
DrinkSubExperienceUp_Premium#0,"""経験値アップ（プレミアム）"""
DrinkSubNone#0,"""なし"""
MedicalDrink_00#0,"""シフタドリンク"""
MedicalDrink_01#0,"""シフタドリンクＺ"""
MedicalDrink_02#0,"""シフタドリンクＥＸ"""
MedicalDrink_03#0,"""デバンドリンク"""
MedicalDrink_04#0,"""デバンドリンクＺ"""
MedicalDrink_05#0,"""デバンドリンクＥＸ"""
MedicalDrink_06#0,"""ガッツドリンク"""
MedicalDrink_07#0,"""ガッツドリンクＺ"""
MedicalDrink_08#0,"""ガッツドリンクＥＸ"""
MedicalDrink_09#0,"""フォトンドリンク"""
MedicalDrink_10#0,"""フォトンドリンクＺ"""
MedicalDrink_11#0,"""フォトンドリンクＥＸ"""
MedicalDrink_12#0,"""ランダムドリンク"""
MedicalDrink_13#0,"""ランダムドリンクＺ"""
MedicalDrink_14#0,"""ランダムドリンクＥＸ"""
MedicalDrink_15#0,"""シフタドリンクプレミアム"""
MedicalDrink_16#0,"""デバンドリンクプレミアム"""
MedicalDrink_17#0,"""ガッツドリンクプレミアム"""
MedicalDrink_18#0,"""フォトンドリンクプレミアム"""
MedicalDrink_19#0,"""シフタドリンクプレミアム2"""
MedicalDrink_20#0,"""デバンドリンクプレミアム2"""
MedicalDrink_21#0,"""ガッツドリンクプレミアム2"""
MedicalDrink_22#0,"""フォトンドリンクプレミアム2"""
EffectHasExpired#0,"""の効果がきれました"""
none#0,"""<space>"""
ItemEffectSuspend#0,"""ブーストアイテム効果一時停止"""
ItemEffectReopening#0,"""を解除、ブースト効果を再開します。"""
DrinkMainAtpUpS#1,"""攻撃力アップ小"""
DrinkMainAtpUpM#1,"""攻撃力アップ中"""
DrinkMainAtpUpL#1,"""攻撃力アップ大"""
DrinkMainDfpUpS#1,"""防御力アップ小"""
DrinkMainDfpUpM#1,"""防御力アップ中"""
DrinkMainDfpUpL#1,"""防御力アップ大"""
DrinkMainHPUpS#1,"""ＨＰアップ小"""
DrinkMainHPUpM#1,"""ＨＰアップ中"""
DrinkMainHPUpL#1,"""ＨＰアップ大"""
DrinkMainPPUpS#1,"""ＰＰアップ小"""
DrinkMainPPUpM#1,"""ＰＰアップ中"""
DrinkMainPPUpL#1,"""ＰＰアップ大"""
DrinkMainRegistFireUpS#1,"""炎属性耐性アップ小"""
DrinkMainRegistFireUpM#1,"""炎属性耐性アップ中"""
DrinkMainRegistFireUpL#1,"""炎属性耐性アップ大"""
DrinkMainRegistIceUpS#1,"""氷属性耐性アップ小"""
DrinkMainRegistIceUpM#1,"""氷属性耐性アップ中"""
DrinkMainRegistIceUpL#1,"""氷属性耐性アップ大"""
DrinkMainRegistThunderUpS#1,"""雷属性耐性アップ小"""
DrinkMainRegistThunderUpM#1,"""雷属性耐性アップ中"""
DrinkMainRegistThunderUpL#1,"""雷属性耐性アップ大"""
DrinkMainRegistWindUpS#1,"""風属性耐性アップ小"""
DrinkMainRegistWindUpM#1,"""風属性耐性アップ中"""
DrinkMainRegistWindUpL#1,"""風属性耐性アップ大"""
DrinkMainRegistLightUpS#1,"""光属性耐性アップ小"""
DrinkMainRegistLightUpM#1,"""光属性耐性アップ中"""
DrinkMainRegistLightUpL#1,"""光属性耐性アップ大"""
DrinkMainRegistDarkUpS#1,"""闇属性耐性アップ小"""
DrinkMainRegistDarkUpM#1,"""闇属性耐性アップ中"""
DrinkMainRegistDarkUpL#1,"""闇属性耐性アップ大"""
DrinkSubWeakDamageUp#1,"""弱点ダメージ率アップ"""
DrinkSubWeakDamageUp_Premium#1,"""弱点ダメージ率アップ（プレミアム）"""
DrinkSubRegistAbnormalUp#1,"""状態異常耐性アップ"""
DrinkSubDropEnchantUp#1,"""特殊効果付加率アップ"""
DrinkSubDropAttributeUp#1,"""アイテム属性付加率アップ"""
DrinkSubDropUnidentifiedUp#1,"""未鑑定品ドロップ率アップ"""
DrinkSubDropRareUp#1,"""レアドロップ率アップ"""
DrinkSubDropRareUp_Premium#1,"""レアドロップ率アップ（プレミアム）"""
DrinkSubDropRareUp_PD_Premium#1,"""レアドロップ率アップ大（プレミアム）"""
DrinkSubDropRareUp_PD_PremiumEX#1,"""レアドロップ率アップ大＋経験値アップ"""
DrinkSubDropMesetaUp#1,"""メセタドロップ量アップ"""
DrinkSubDropMesetaUp_Premium#1,"""メセタドロップ量アップ（プレミアム）"""
DrinkSubReduceKnockBackUp#1,"""ランダム被ノックバック無効"""
DrinkSubDamageZeroUp#1,"""ランダム被ダメージ無効"""
DrinkSubItemHealUp#1,"""消費アイテム回復量アップ"""
DrinkSubPPUsageDown#1,"""PP消費量軽減"""
DrinkSubPPRecoverySpeedUp#1,"""PP回復速度アップ"""
DrinkSubPPRecoverySpeedUp_Premium#1,"""PP回復速度アップ（プレミアム）"""
DrinkSubPBGageRizeUp#1,"""PBゲージ上昇率アップ"""
DrinkSubPADamageUp#1,"""PAダメージアップ"""
DrinkSubAttackHateUp#1,"""ヘイト上昇率アップ"""
DrinkSubAttackHateDown#1,"""ヘイト上昇率ダウン"""
DrinkSubExperienceUp#1,"""経験値アップ"""
DrinkSubExperienceUp_Premium#1,"""経験値アップ（プレミアム）"""
DrinkSubNone#1,"""なし"""
MedicalDrink_00#1,"""攻撃系パラメーターをアップ。"""
